"Class","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
0,21800,133812,166893,"DebtCon","ProfExe",6,0,0,169.76714449,0,37,20.059527176
0,20000,NA,64928.84,"HomeImp","Office",8,0,0,122.66666667,2,5,NA
0,21500,141688,184241,"HomeImp","Mgr",8,0,0,311.42612789,0,16,44.590155228
0,20000,NA,73800,"DebtCon","Sales",4,0,0,404.76666667,0,24,NA
0,5000,59900,80800,"DebtCon","ProfExe",15,0,0,219.13333333,1,18,NA
1,18400,116228,148722,"DebtCon","Other",1,0,0,159.16923466,2,25,38.079761822
0,18600,48711,69611,"HomeImp","Office",2,0,0,130.25313366,0,17,33.691188019
0,34600,27851,42623,"DebtCon","Mgr",6,0,0,45.927166167,0,7,35.131092706
0,24200,68477,91598,"DebtCon","Other",16,0,0,88.665201262,0,17,32.523092223
0,35600,31807,51823,"DebtCon","Other",NA,0,0,NA,7,0,34.443092173
1,26600,84843,115850,"DebtCon","Sales",2,0,0,137.53887762,2,37,42.571889924
1,5100,15500,34000,"DebtCon","Other",0,1,2,86.233333333,2,13,NA
0,17300,57358,71617,"DebtCon","Office",0,0,0,194.29333919,0,25,30.53780606
0,21000,64100,85100,"DebtCon","Other",3.5,0,0,97.633333333,2,30,NA
0,14600,54040,66442,"DebtCon","Other",6,0,0,237.59925433,0,18,34.883435314
0,14600,16535,46993,"HomeImp","Office",24,0,0,260.89153319,0,20,28.1898371
0,28400,183314,232345,"DebtCon","ProfExe",1,0,0,300.90431006,1,32,42.336226896
0,18300,68096,99051,"DebtCon","Mgr",1,0,0,85.843161697,0,17,27.633516483
0,14300,85631,1e+05,"HomeImp","Other",20,0,0,144.99929699,3,23,30.130636379
1,5500,85845,122205,"DebtCon","ProfExe",5,0,0,172.21327665,1,26,32.676640875
0,24000,16997,45000,"DebtCon","Other",25,0,0,118.66666667,1,11,NA
1,31500,16000,43040,"DebtCon","Other",0,1,1,98.433333333,1,11,NA
0,10600,43676,61576,"DebtCon","Other",6,0,0,84.839126053,1,10,30.868137501
0,16600,71096,104437,"HomeImp","ProfExe",9,0,0,246.95963628,1,12,37.099532605
0,28300,68959,102048,"DebtCon","ProfExe",12,0,0,278.71470424,1,32,39.932750126
0,10500,69656,88198,"DebtCon","Office",15,0,0,97.319406172,0,8,27.322396546
1,21400,95147,132304,"DebtCon","Office",7,1,5,206.12766482,1,18,36.235665389
0,22200,67626,109042,"HomeImp","Other",4,0,0,203.96491282,0,12,31.529028699
0,17800,51689,115660,"DebtCon","ProfExe",16,0,0,270.04499102,0,19,27.467001805
0,21300,185874,235968,"DebtCon","ProfExe",3,0,0,291.81953877,1,26,36.993649952
0,14700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.595377852
0,10100,55738,73266,"DebtCon","Office",5,0,0,85.635235028,1,14,24.534325065
0,18600,132785,155644,"DebtCon","Mgr",NA,0,0,225.72750616,0,20,37.32857399
0,12400,26768,52411,"HomeImp","Other",0,0,0,253.31804334,0,11,38.821021323
0,11900,NA,39433,"HomeImp","Other",NA,NA,1,81.394829612,0,9,35.503664257
0,18300,63351,87645,"DebtCon","Other",1,0,0,324.614647,3,15,43.90230255
0,21900,66859,104878,"DebtCon","Office",7,NA,1,116.5339256,1,18,38.884826945
0,21400,143151,185014,"HomeImp","Mgr",7,0,0,314.98428693,0,17,43.10300163
0,25000,NA,62619,"DebtCon","Other",26,0,0,112.96748332,0,8,21.263805377
0,22600,NA,55419,"DebtCon","Other",NA,0,0,299.95579613,0,18,39.095195695
1,15000,33000,NA,NA,NA,0.9,7,5,144.86666667,0,20,NA
0,28000,77322,118082,"DebtCon","Other",7,0,0,80.658093685,1,31,38.815438401
0,14100,98856,143292,"HomeImp","ProfExe",13,0,0,105.77172611,4,21,37.458280401
0,11600,96882,118914,"DebtCon","ProfExe",13,0,0,176.22191092,2,17,34.757740199
0,17700,72911,97317,"DebtCon","Mgr",1,0,0,82.39838379,0,17,25.329250867
1,30900,106717,NA,"DebtCon","Mgr",4,2,4,172.43235473,0,13,47.795906106
1,12000,NA,33879,"DebtCon","Other",NA,1,0,121.37953588,0,4,39.69469137
0,38600,145590,209950,"HomeImp","ProfExe",4,0,0,149.88112894,0,31,35.582788826
0,30100,228006,285921,"DebtCon","ProfExe",15,0,0,250.53988412,2,25,27.813291406
0,18100,57864,164069,"DebtCon","ProfExe",19,0,0,247.54527102,0,27,21.469271809
0,8000,78720,86800,"DebtCon","Other",0.1,4,0,NA,0,4,NA
0,27200,70730,93752,"DebtCon","Office",8,0,0,165.91933287,0,20,36.170905486
0,28400,106020,206030,"DebtCon","Other",22,0,0,188.75246946,0,18,25.33037232
0,23700,87141,140428,"DebtCon","ProfExe",22,1,0,169.28363143,1,25,40.980615645
0,8700,43759,50070,"HomeImp","Mgr",19,1,1,218.9062534,0,17,34.058146802
0,12700,159661,183244,"DebtCon","ProfExe",7,NA,1,210.11522091,4,26,43.768191776
0,15200,40341,58834,"DebtCon","Other",NA,0,0,100.01445522,0,15,41.102676905
0,12800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.132448542
0,7900,41935,53543,"DebtCon","Office",8,0,0,203.54460997,1,22,31.491686795
0,9700,21883,67432,"HomeImp","Office",24,0,0,308.99557574,1,12,41.414280651
0,16900,102108,117650,"DebtCon","Other",9,0,0,279.11258466,1,19,29.645177293
1,18700,70562,91223,"DebtCon","Other",27,0,2,112.71036806,4,35,64.272476898
0,10200,86400,113698,"HomeImp","ProfExe",11,0,1,181.54292704,0,27,35.031650879
0,26400,153853,188760,"HomeImp","Self",2,0,0,172.57083327,0,17,43.35819405
0,11800,67336,82218,"DebtCon","Office",12,0,0,255.31353476,3,36,40.878428241
1,12500,62000,102600,"HomeImp","Other",10,2,6,226.43333333,4,42,NA
0,10500,76729,102287,"HomeImp","ProfExe",5,0,0,89.062698773,1,33,38.447658863
1,50200,34668,NA,"DebtCon","Mgr",7,1,0,117.68254783,1,5,36.72448606
0,16700,53423,85685,"HomeImp","ProfExe",5,0,0,109.42942826,0,12,28.160611312
0,8000,70917,83500,"DebtCon","Mgr",8,0,0,107.5,0,23,NA
0,18400,40673,60418,"HomeImp","Other",27,0,0,247.64957888,0,13,24.980298956
0,13000,88614,116994,"HomeImp","ProfExe",13,0,2,188.8241991,0,28,32.619501636
0,17000,108154,134103,"DebtCon","Other",1,0,0,279.3611988,0,46,39.676976607
0,25700,94295,143788,"DebtCon","Mgr",23,0,0,220.72951888,0,13,42.358128042
0,33700,147522,198737,"DebtCon","ProfExe",20,0,0,188.14935613,1,21,37.308536262
0,89800,50370,91861,"DebtCon","Other",14,0,0,213.89270901,0,16,34.340882368
0,10000,127319,194992,"HomeImp","Office",1,0,1,337.6899717,0,16,41.447505948
0,22700,NA,57156,"DebtCon","Other",NA,0,0,289.54567264,0,19,40.162944538
0,5500,70481,82446,"HomeImp","Other",8,0,1,116.59197688,0,24,37.612682724
0,21500,153783,191069,"DebtCon","ProfExe",10,NA,NA,105.35993104,0,23,31.792387827
0,12000,72000,106000,"DebtCon","Other",6,0,0,78.066666667,2,14,NA
1,13100,54000,74750,"DebtCon","Other",14,1,0,92.4,0,9,NA
0,15400,7839,48276,"DebtCon","ProfExe",4,0,0,315.17831848,0,16,18.301959465
0,31800,37100,74796,"DebtCon","Other",10,NA,NA,109.77658256,NA,23,33.688866161
1,12000,28298,72000,"DebtCon","Other",8,NA,NA,105.5,2,22,NA
0,20800,56597,79582,"DebtCon","Mgr",9,1,0,67.691938554,3,27,36.06123372
0,6300,26655,29792,"DebtCon","Other",1,1,0,12.759267447,10,6,28.36185178
0,7400,88288,119677,"HomeImp","ProfExe",5,0,0,194.37214004,1,27,26.646083641
0,10300,61000,75000,"DebtCon","Office",12,0,0,251.53333333,4,37,NA
1,13200,65997,88000,"DebtCon","Other",2,0,0,113.23333333,2,25,NA
1,21000,52411,90031,NA,"ProfExe",5,2,1,90.425474601,3,24,41.966249467
0,23400,45766,66192,"DebtCon","Other",26,0,0,284.78157228,2,32,35.936794804
0,17200,33073,85654,"DebtCon","ProfExe",7,0,0,163.39478871,1,20,28.274888868
0,88300,54004,94838,"DebtCon","Other",16,0,0,193.70205076,0,15,36.262691334
0,10800,32870,61572,"DebtCon","Mgr",NA,NA,NA,NA,NA,NA,38.490246959
1,25000,NA,48700,"DebtCon","ProfExe",11,0,3,41.566666667,3,6,NA
0,29600,233916,291490,"DebtCon","ProfExe",15,0,1,259.73346527,2,25,25.105086064
1,6000,33600,NA,"HomeImp","Other",2,0,0,140.93333333,1,20,NA
0,11000,52602,61496,"DebtCon","Other",13,0,0,107.34006616,0,22,37.699108592
0,33600,233630,284049,"DebtCon","ProfExe",4,0,0,218.99369621,0,30,14.072353758
0,13100,58039,68558,"HomeImp","Other",29,1,2,184.88001057,1,23,37.347348766
1,9900,88236,104953,"DebtCon","ProfExe",1,0,0,51.648705242,0,2,28.622632092
0,6000,53500,64790,"DebtCon","Other",0.1,0,2,105.4,3,18,NA
1,16000,69322,106189,"HomeImp","ProfExe",2,1,1,238.4,0,31,NA
1,12400,50573,84008,"DebtCon","Other",15,1,0,76.042086926,0,7,41.027966747
0,11900,44600,63800,"DebtCon","Other",9,0,0,243.5,0,18,NA
1,4500,57000,NA,"HomeImp","Other",5,NA,NA,222.6,1,13,NA
0,15500,20800,173566,"HomeImp","Self",6,0,0,292.03418548,0,26,25.562881927
0,11300,74783,100909,"HomeImp","ProfExe",5,0,0,85.664833722,0,34,35.947854706
0,18800,110098,120662,"DebtCon","Other",0,0,0,122.16982106,1,21,39.322315408
0,7600,58622,77726,"HomeImp","Other",15,0,0,249.63376067,2,36,34.882066439
0,32000,232000,36300,"DebtCon","Mgr",3,0,2,206.03333333,3,50,NA
0,27800,142356,177328,"DebtCon","ProfExe",6,0,0,315.17556745,0,35,38.595990922
0,4800,80482,88342,"HomeImp","ProfExe",7,0,0,275.03239483,0,11,43.717635112
0,23600,87875,139025,"DebtCon","Other",10,0,0,112.91251455,2,15,38.505897277
0,15700,122646,204282,"DebtCon","Other",2,0,0,201.92370782,0,17,26.31831366
0,17200,51352,64386,"DebtCon","Mgr",27,0,0,295.9554144,1,17,36.787305949
1,8800,50000,68000,"DebtCon","Other",19,0,0,108.9,0,16,NA
0,8000,38758,46466.26,"HomeImp","Mgr",21,1,1,229.3,1,18,NA
0,3000,58000,71500,"HomeImp","Mgr",10,NA,2,211.93333333,0,25,NA
0,17600,64857,82449,"DebtCon","Other",1,0,0,312.88247401,3,15,43.478862555
0,5000,NA,46281,"HomeImp","Other",2,0,0,257.6522064,0,26,40.952588884
0,81400,22344,108280,"HomeImp",NA,25,0,0,148.11499352,0,14,34.285741432
0,22900,18059,57109,"DebtCon","Other",26,0,1,213.03628478,0,24,25.547010323
0,13700,53094,79069,"HomeImp","Other",2,0,2,155.81528651,0,13,29.556366385
1,19500,100077,122352,"DebtCon","Office",3,0,0,58.861027463,0,9,38.121518334
0,5000,51209,55320,"DebtCon",NA,5,NA,1,69.107465597,NA,15,35.025072968
0,19500,98718,122659,"HomeImp","Mgr",0,0,1,324.25708383,0,20,42.546020912
0,25900,118965,154728,"DebtCon","ProfExe",8,0,0,101.19760679,3,26,32.598401872
0,20800,97360,123854,"HomeImp","Mgr",0,0,0,310.23181959,1,20,43.217416959
0,13300,61414,72101,NA,"Other",12,0,0,260.07164985,0,27,27.286882027
0,11000,77929,102942,"HomeImp","ProfExe",8,0,0,173.8298837,0,34,33.897772554
0,17100,48471,71546,"DebtCon","ProfExe",5,0,1,254.0957007,3,32,29.818743539
0,10500,53537,66674,"DebtCon","Office",4,0,0,83.503094799,2,11,37.098413449
0,10800,11950,46780,"HomeImp","Office",24,0,0,268.9,0,20,NA
1,40000,331000,415000,"DebtCon","ProfExe",22,0,0,242.46666667,8,34,NA
0,16300,32188,78914,"HomeImp","Other",NA,0,0,250.72554619,0,49,40.722196346
1,19600,109500,136000,"DebtCon","ProfExe",12,2,0,183.96666667,3,32,NA
1,26800,138216,170052,"DebtCon","ProfExe",10,0,0,199.73871138,1,29,76.421478047
0,25100,21490,71571,"DebtCon","Other",NA,1,1,101.92513294,1,25,30.444119256
0,30000,12223,35875.06,"DebtCon","Other",28.5,0,0,199.83333333,0,15,NA
0,8300,71922,117151,"DebtCon","Office",2,0,0,246.93475819,1,37,18.156826624
0,27200,110470,180982,"DebtCon","Sales",17,0,0,295.47144922,1,30,34.766949696
0,17600,48487,65665,"DebtCon","Other",6,0,0,100.17400375,2,15,43.769684913
1,11000,66400,81500,"DebtCon","Other",9.5,0,0,215.06666667,0,65,NA
1,16400,48700,72500,"DebtCon","Other",NA,0,1,127.3,1,39,NA
0,5500,87438,116679,"HomeImp","ProfExe",6,0,0,186.42441602,1,27,28.417530896
1,15000,79000,108000,"HomeImp","Other",0.4,0,0,385.5,3,31,NA
0,7900,NA,37125,"HomeImp","Other",NA,NA,NA,285.11101511,NA,12,29.413549764
1,15000,54294,85460,"DebtCon","Other",18,0,3,118.66666667,1,23,NA
0,9400,52371,55764,"DebtCon","Office",1,0,0,177.70280043,0,20,37.35868805
0,13600,101377,131079,"HomeImp","ProfExe",10,0,0,174.34778761,2,32,27.969137978
0,32200,188427,293790,"DebtCon","Other",27,0,0,157.72629076,0,23,37.065758884
0,15100,81461,93548,"DebtCon","Other",2,0,0,160.1036,0,22,41.007363531
0,18500,71000,95000,"DebtCon","Mgr",6,0,0,71,7,24,NA
0,36200,36661,53622,"DebtCon","Other",NA,0,0,NA,6,0,32.014691655
0,11200,32562,47220,"DebtCon","Other",8,NA,1,151.28586742,7,29,38.019135045
0,6800,139578,154602,"HomeImp","ProfExe",12,0,0,201.96083432,0,18,22.325828788
0,16500,NA,29168,"DebtCon","Other",11,NA,NA,102.1303682,2,8,31.566885272
0,4000,64240,63990,"HomeImp","Sales",5,2,0,160.3,1,23,NA
0,20900,NA,74233,"HomeImp","Office",6,0,0,123.11488171,1,4,20.781741228
1,38900,120006,160771,"HomeImp","ProfExe",13,0,0,137.6353734,0,40,46.701585238
1,6400,25144,45200,"HomeImp","Other",25,0,2,128,4,17,NA
0,10600,56352,75277,"DebtCon","Office",5,0,0,98.377278192,2,15,26.242394307
1,13900,NA,NA,"HomeImp","Other",4,0,2,209.47991026,0,15,35.774891787
0,7800,58364,66688,"DebtCon","Other",3,0,2,114.51215796,3,18,37.929273869
1,6800,31000,42000,"DebtCon","Mgr",3.5,1,0,106.26666667,2,26,NA
0,5500,NA,35402,"HomeImp",NA,NA,NA,NA,NA,NA,NA,35.272073735
1,15900,89500,104200,"DebtCon","ProfExe",15,0,3,183.63333333,0,37,NA
0,6500,22789,35836,"HomeImp","Office",1,0,0,110.56666667,2,30,NA
0,15800,58388,100944,"HomeImp","Other",0,0,3,51.525147534,1,10,39.862520135
0,11100,80922,95105,"DebtCon","Other",3,0,0,90.881292261,2,31,38.120810575
0,15500,79185,88693,"DebtCon","Mgr",19,0,0,244.20784011,10,23,36.339362348
1,11000,63975,235000,"HomeImp","ProfExe",4,5,0,123.76666667,1,17,NA
0,17300,91350,107834,"HomeImp","ProfExe",3,0,0,118.13306488,0,24,37.610845011
1,16800,113021,146222,NA,"Mgr",5,3,2,123.89341974,2,65,62.559307823
0,22400,47687,65704,"DebtCon","Office",6,0,0,174.55789705,2,27,36.219767833
0,18700,99003,162566,NA,"Other",NA,1,NA,252.26379877,NA,23,39.209039167
1,42800,9133,44083,"HomeImp","ProfExe",5,0,0,333.91337361,5,15,13.417822254
0,3900,102143,118742,"HomeImp","Office",2,0,0,85.277365579,0,13,29.343921089
1,11200,68990,81922,"DebtCon","Mgr",12,0,1,120.88581123,2,23,43.159875329
0,50000,174900,250000,"DebtCon","ProfExe",5.5,0,0,235.43333333,2,33,NA
0,24500,NA,35543,"HomeImp","Other",21,0,0,83.111988152,1,15,29.855633501
0,12300,152274,177940,"HomeImp","Office",4,0,0,196.87675772,0,56,33.722769149
0,16300,69327,102426,"HomeImp","ProfExe",8,0,0,246.75466611,1,12,36.409094498
0,23600,70769,183593,NA,"Other",11,0,0,367.09848754,1,17,33.789192331
1,24000,19500,38000,"DebtCon","Other",NA,0,1,198.9,NA,17,NA
0,25300,60084,88898,"DebtCon","Other",7,0,0,227.08692441,0,19,36.444430994
1,12300,48238,66603,"HomeImp","Office",6,0,1,80.38898294,1,11,40.01910455
0,13800,NA,43082,"HomeImp","Other",0,0,0,316.03624437,0,9,26.166013822
0,24800,NA,63753,"DebtCon","Other",NA,0,0,300.7572856,0,19,40.134476763
0,20000,46775,70236,"DebtCon","ProfExe",9,0,0,179.08237426,1,41,40.430695412
1,8800,32169,37533,"DebtCon","Other",3,0,0,74.449294767,3,19,25.34174093
0,14500,54927,63177,"DebtCon","Other",3,0,0,178.93616767,0,14,27.062233476
1,27700,19300,39000,"DebtCon","Mgr",12,3,0,212.06666667,0,46,NA
0,9000,50170,64309,"DebtCon","Mgr",7,NA,3,120.43122609,2,11,39.975489828
0,26100,113266,182082,"DebtCon","Sales",18,0,0,304.85246909,1,31,33.193949357
1,23700,76000,106000,"DebtCon","Sales",2.6,1,0,138.96666667,2,38,NA
0,10200,78628,92090,"DebtCon","Other",10,1,0,164.31789635,6,21,38.721321606
0,10600,63245,82041,"DebtCon","Office",3,1,3,184.5725782,3,29,38.219034312
0,14700,99343,125821,"DebtCon","Mgr",5,NA,NA,257.04754426,2,41,39.832079025
1,20000,161000,204000,"DebtCon","ProfExe",5,3,7,205.93333333,5,25,NA
0,12400,25805,31414,"DebtCon","Other",2,NA,NA,NA,NA,NA,38.237225598
0,15300,NA,92320,"DebtCon","Office",28,0,0,325.99844856,0,15,15.335560256
0,21600,61797,109007,"DebtCon","ProfExe",14,0,2,267.88778988,0,35,26.092171525
0,17700,47064,71698,"DebtCon","ProfExe",3,0,0,244.51806442,3,32,30.403203826
1,20000,27900,NA,"HomeImp","Mgr",21,NA,NA,NA,NA,NA,NA
0,5100,NA,28291,"DebtCon","Other",2,0,0,277.94456081,1,14,23.644691283
0,3100,NA,70400,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,30200,20956,39333,"DebtCon","Other",0,1,0,73.391797524,0,7,13.495367368
0,13300,35000,44195,"HomeImp","Other",8,0,0,91.923528914,0,4,35.243120856
1,8000,36000,115800,"DebtCon","Other",NA,0,0,168.23333333,3,30,NA
0,20100,36486,46883,"HomeImp","Self",3,0,NA,117.78337902,NA,10,24.851456756
1,7500,33600,50125,"DebtCon","Other",2,0,0,146.93333333,0,18,NA
0,23800,NA,71798,"HomeImp","Office",6,0,0,119.71195475,2,5,19.624527791
0,9400,77410,116693,"DebtCon","Office",0,0,0,245.08365185,0,37,17.176900657
1,47000,192677,268000,"DebtCon","Mgr",15,0,0,165.1,2,20,NA
0,21200,130373,204384,"HomeImp","ProfExe",13,0,0,197.04446062,0,21,35.204434527
0,27600,153063,202542,"HomeImp","Other",10,0,0,266.93895601,2,33,42.829145821
0,10100,126358,180305,"DebtCon","Other",8,0,0,199.35052965,1,20,32.033628789
1,13500,73000,97000,"DebtCon","Other",12,1,0,145.2,0,23,NA
0,15100,101378,143229,"HomeImp","ProfExe",12,0,0,129.53731519,4,21,36.776212768
0,20100,104183,139637,"HomeImp","ProfExe",10,0,0,162.00418077,1,23,34.624202813
0,15700,64793,99157,"HomeImp","ProfExe",22,0,0,244.73167355,1,23,38.328188879
0,17800,137169,182280,"DebtCon","Mgr",12,0,0,241.37530714,0,21,28.846448119
0,13400,88810,102409,"HomeImp","Other",19,0,0,145.75659669,4,24,31.336418262
0,12900,149297,177044,"HomeImp","Office",4,0,0,205.8739212,0,56,34.975734174
0,7700,53377,86018,"HomeImp","Other",16,0,0,187.19401123,0,28,24.217658483
0,16700,29404,45209,"DebtCon","ProfExe",20,0,1,195.55232961,2,16,31.058084364
0,8700,46489,63573,"DebtCon","Mgr",4,0,0,196.24907,1,21,28.787922854
0,60000,122729,207797,"DebtCon","ProfExe",9,0,0,313.33439671,2,27,35.028577921
0,17300,65444,91244,"DebtCon","ProfExe",8,0,0,202.04968272,0,19,21.573385223
1,24000,136000,NA,"DebtCon","ProfExe",3,1,6,303.29428571,1,27,NA
0,34500,109000,159500,"DebtCon","Other",NA,0,0,250.63333333,3,14,NA
0,11800,116742,137385,"DebtCon","ProfExe",15,NA,1,170.54003506,1,33,30.785003591
0,9000,55367,79819,"DebtCon","Office",5,0,0,101.28118497,1,15,27.189212901
0,16200,53600,73500,"DebtCon","Other",5,NA,NA,104.73333333,1,8,NA
1,3700,17857,21144,"HomeImp","Other",5,0,0,129.71732313,1,9,26.634347518
0,21100,91479,127110,"DebtCon","Office",25,0,0,279.46823675,3,16,33.078522222
1,21800,21000,45000,NA,"ProfExe",20,0,0,256.7,1,19,NA
1,21000,48735,71694,"DebtCon","Other",8,0,0,48.498970842,3,10,32.921400637
0,50000,NA,78703,"HomeImp","Self",10,0,0,179.56666667,1,22,NA
0,26400,196412,250164,"DebtCon","Other",9,0,0,97.278349271,1,26,42.334245998
0,18500,81938,106187,"DebtCon","ProfExe",2,0,0,282.90060926,1,21,40.038841103
0,5700,49514,58249,"HomeImp","Office",21,0,0,212.53911509,0,21,21.258026878
0,10900,59029,76120,"DebtCon","Other",2,0,0,231.73414438,0,10,36.025683828
1,15400,63456,96794,"DebtCon","ProfExe",3,0,0,85.529362471,0,28,37.362645
0,25000,94000,125000,"DebtCon","Office",11,0,1,151.13333333,0,29,NA
0,27700,120070,153652,"DebtCon","Office",4,NA,NA,300.16806121,2,35,43.920191228
0,41400,NA,46000,"DebtCon","Other",NA,6,NA,112.79603175,NA,20,NA
0,15000,1e+05,115000,"DebtCon","ProfExe",1,0,0,128.86666667,0,30,NA
0,17500,87294,114031,"DebtCon","Other",15,0,0,147.09858349,2,8,34.467940003
0,8600,61468,72143,"DebtCon",NA,19,0,0,163.29885985,0,11,31.925766549
0,32600,233216,38583,"DebtCon","Mgr",4,0,1,226.14698877,2,49,40.222182864
0,7600,80900,99525,"DebtCon","ProfExe",2,0,0,135.64019635,0,26,34.777089425
1,6000,NA,43683,"HomeImp","Other",NA,NA,NA,NA,NA,NA,21.935498813
0,26500,NA,63918,"DebtCon","Other",25,0,0,135.44094715,0,8,20.161387851
1,5800,27791,46833,"DebtCon","Mgr",3,0,0,83.289062746,1,13,30.187805389
1,20900,122807,150896,"DebtCon","Other",5,0,0,123.4795377,2,13,30.424481104
0,25400,76194,98188,"DebtCon","Mgr",0,NA,NA,245.26785331,5,23,42.138106434
0,25900,61064,94714,"DebtCon","Office",2,0,0,98.809374842,0,23,34.565944252
0,9000,64917,102270,"DebtCon","Other",10,0,0,213.03333333,0,21,NA
0,17300,110614,137552,"DebtCon","ProfExe",6,0,0,85.232500724,0,13,31.344365522
0,15600,58728,92443,"HomeImp","ProfExe",6,0,0,128.02959933,0,13,28.484858563
0,11000,131949,165096,"HomeImp","ProfExe",5,0,0,440.42125368,0,42,26.904766453
0,10600,48018,68963,"DebtCon","Mgr",2,0,0,186.7575926,1,16,30.655744344
1,56800,95321,169000,"DebtCon","Other",3,0,0,239.43333333,4,38,NA
0,7000,129959,161301,"HomeImp","ProfExe",11,0,0,209.98629953,0,18,21.917952264
0,17000,63450,92816,NA,"ProfExe",10,0,0,NA,1,16,25.718671082
0,9500,70000,85000,"DebtCon","ProfExe",9,0,1,175.56666667,1,12,NA
0,16100,51041,72749,"DebtCon","Other",8,0,0,90.325950674,2,15,43.897730329
0,8400,85136,125912,"HomeImp","Other",9,NA,NA,NA,NA,NA,40.715178041
0,12200,57785,72971,"DebtCon","Other",2,0,0,166.89946021,1,16,34.709643927
0,17100,100082,119585,"DebtCon","ProfExe",1,0,0,147.91580911,0,29,34.734277161
0,8700,51950,67475,"HomeImp","Other",4.5,0,1,246.46666667,2,16,NA
1,23300,84083,107407,"DebtCon","Self",2,0,1,153.23333333,6,23,NA
0,9800,55330,78154,"HomeImp","Mgr",2,0,1,122.70553687,0,23,28.896101856
0,6800,45150,57150,"DebtCon","Office",4,0,1,94.333333333,3,12,NA
1,16500,92900,116000,"DebtCon","Mgr",10,1,NA,83.166666667,1,27,NA
0,17600,56090,103992,"HomeImp","Other",1,0,2,46.875135751,1,10,39.081826438
1,11300,29000,59900,"HomeImp","Mgr",3,1,0,91.633333333,4,11,NA
0,23000,131200,163390,"DebtCon","Other",7,1,0,215.06666667,1,20,NA
0,16400,58664,89589,"DebtCon","Office",27,0,0,211.44110206,0,21,34.256364885
0,17000,73644,107086,"DebtCon","ProfExe",0,0,0,280.45334363,2,20,37.771957848
0,43500,NA,51496,"DebtCon","Other",NA,6,NA,109.27055956,NA,20,26.625879351
0,22400,62354,88287,"DebtCon","Office",3,NA,NA,163.05640935,NA,16,37.171395539
0,6700,29662,36195,"HomeImp","Office",1,0,0,112.13708066,1,30,38.52863281
0,16100,76981,106014,"DebtCon","ProfExe",0,0,0,269.34262868,1,21,39.799112283
0,16600,81275,106691,"DebtCon","ProfExe",1,0,0,289.37613799,1,20,38.475240991
0,21000,106011,173778,"DebtCon","Office",7,0,0,223.76961057,3,24,40.564750356
0,7600,49926,58588,"DebtCon",NA,5,NA,1,64.660106948,NA,16,35.051896774
0,33700,132617,172152,"DebtCon","Mgr",15,0,0,178.41118328,1,28,42.457644852
0,6400,62746,75016,"DebtCon","ProfExe",12,0,0,133.10154783,0,20,40.188123128
1,17700,58016,76416,"DebtCon","Office",4,0,0,28.011491753,5,10,41.463373328
0,17000,86341,133564,"DebtCon","ProfExe",15,0,0,307.67385711,0,18,28.368210586
0,17100,92853,130864,"DebtCon","Mgr",6,NA,NA,244.72881087,3,41,37.492645631
0,15700,46423,72198,"DebtCon","Other",0,NA,2,267.4388553,1,10,36.529319583
1,15800,42504,64847,"HomeImp","Other",NA,0,0,120.73801298,2,18,36.834457555
0,8300,61213,65798,"HomeImp","Other",6,0,0,86.296515758,2,20,41.426872232
1,31000,30000,72000,"DebtCon","Mgr",20,2,0,127.3,1,14,NA
0,12400,115004,144760,"DebtCon","ProfExe",2,0,0,279.5221733,1,46,35.614731425
1,24200,39808,NA,"DebtCon","Self",3,1,0,184.72511268,0,16,51.630380591
1,24600,75636,112956,"DebtCon","ProfExe",1,1,0,318.54616542,3,42,NA
